experiment_id,path,title,status,honest_verdict,headline_fields,gate_fields,retirement_fields,key_metric_fields,classification,reason
1016,results/experiment_1016_fover_corpus_expansion.json,FoVer Corpus Expansion — Z3 Auto-Label 500+ CoT Pairs for Probe Training,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1017,results/experiment_1017_thinkprm_step_verifier_v3.json,ThinkPRM Step Verifier v3 — Trained on Expanded FoVer Corpus (500+ Pairs),blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1016-fover-corpus-expansion.n_labeled_pairs (numeric comparison rejected because one side is Non...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1018,results/experiment_1018_vprm_rule_based_v3.json,VPRM Rule-Based Step Verifier v3 — 10 Rule Families on Expanded Corpus,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1016-fover-corpus-expansion.n_labeled_pairs (numeric comparison rejected because one side is Non...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1019,results/experiment_1019_gskan_energy_tier_v3.json,GS-KAN Energy Tier v3 — Hardware FPGA Complexity Analysis (RM/BOP/NABS Metrics),blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1013-preflight-v29.gate_schema_v79 (upstream artifact not found for task id 'exp1013-preflight-v...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
101,results/experiment_101_results.json,results,,,,,,metrics.agentic_catches_more_count=10; metrics.by_workflow_type.code_assistant.error_detection_rate=1.0; metrics.by_workflow_type.code_assistant.false_positive_rate=1.0; metrics.by_workflow_type.code_assistant.repair_success_rate=0.0; metrics.by_workflow_type.code_assistant.root_cause_accuracy=0.4; metrics.by_workflow_type.math_tutor.error_detection_rate=0.8; metrics.by_workflow_type.math_tutor.false_positive_rate=0.0; metrics.by_workflow_type.math_tutor.repair_success_rate=0.2; metrics.by_workflow_type.math_tutor.root_cause_accuracy=0.8; metrics.by_workflow_type.research_assistant.error_detection_rate=0.0; metrics.by_workflow_type.research_assistant.false_positive_rate=0.0; metrics.by_workflow_type.research_assistant.repair_success_rate=1.0; metrics.by_workflow_type.research_assistant.root_cause_accuracy=0.0; metrics.detection_latency_counts.1_step_later=3; metrics.detection_latency_counts.2_steps_later=0; metrics.detection_latency_counts.3_steps_later=0; metrics.detection_latency_counts.at_error_step=6; metrics.detection_latency_counts.not_detected=6; metrics.error_detection_rate=0.6; metrics.false_positive_rate=0.3333333333333333,AMBIGUOUS,insufficient transparent evidence for signal or noise
1026,results/experiment_1026_schema_validation.json,Roadmap Schema Validation + Prior-Failures YAML Linter (MANDATORY INFRASTRUCTURE),success,schema_validation_complete,,lint_gate_active=true; test_results.test_invalid_gate_op_raises_validation_error=pass,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1027,results/experiment_1027_conductor_supervisor.json,Conductor Supervisor Daemon,,supervisor_complete,,test_results.test_heartbeat_missing_fires_alert=pass,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1028,results/experiment_1028_preflight_v30.json,Preflight v30 — Hardened Artifact Write + ROCm GPU Probe + Manifest Retirement 786/641/906,success,preflight_complete,,gate_schema_v80=true; preflight_started=true; rescue_notes.gate_schema_v80_logic=pre_test_fixed AND manifest_786_retired AND manifest_641_retired AND manifest_906_retired = True,manifest_641_retired=true; manifest_786_retired=true; manifest_906_retired=true,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1029,results/experiment_1029_fover_expansion_v2.json,FoVer Corpus Expansion v2: MATH dataset + MetaQA weak labeling,success,partial_z3_only,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
102,results/experiment_102_results.json,Latency Benchmark — Differentiable Constraint Pipeline,,,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1031,results/experiment_1031_energy_ssd_v3.json,Energy-Selection SSD v3: Carnot energy as confidence filter for self-distillation,,fr11_loop_closed,,,,accuracy_carnot_filter=0.196; accuracy_combined_filter=1.0; accuracy_temperature_filter=1.0; carnot_energy_filter_metrics.accuracy=0.19597989949748743; carnot_energy_filter_metrics.diversity_score=0.7113359769548806; combined_filter_metrics.accuracy=1.0; combined_filter_metrics.diversity_score=0.4835195273229461; energy_filter_vs_baseline_delta=-0.804; filter_scores.carnot_energy=0.13940755327256454; filter_scores.combined=0.4835195273229461; filter_scores.temperature=0.7259649928642902; temperature_filter_metrics.accuracy=1.0; temperature_filter_metrics.diversity_score=0.7259649928642902,AMBIGUOUS,insufficient transparent evidence for signal or noise
1032,results/experiment_1032_ppsebm_relay_v4.json,PPSEBM Relay v4: FoVer expanded corpus training + FR-11 live relay,success,relay_live,,,,auroc_target=0.7; ppsebm_auroc=0.6875,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1033,results/experiment_1033_thinkprm_v4.json,ThinkPRM Probe v4: train & evaluate on expanded FoVer corpus,success,probe_trained_below_threshold,,,,auroc_target=0.75; auroc_thinkprm_trained=0.5; auroc_zeroshot_baseline=0.5; delta_target=0.1; delta_vs_zeroshot=0.0; precision=0.5556; recall=1.0,NOISE,"merit-gate negative, no-improvement, regression, or no-headline evidence"
1034,results/experiment_1034_gskan_v4.json,GS-KAN v4: Group-Shared KAN + QuantKAN INT8 for KV260 FPGA budget,success,failed,,,,auroc_gskan_fp32=0.65; auroc_gskan_int8=0.65; auroc_kaem_baseline=0.6875; param_counts.fp32_ctrl_params=32; param_counts.fp32_params=48; param_counts.fp32_proj_params=16; param_counts.int8_ctrl_params=32; param_counts.int8_proj_params=16; param_counts.int8_scale_params=4,NOISE,"merit-gate negative, no-improvement, regression, or no-headline evidence"
1035,results/experiment_1035_dualgpu_rocm_v3.json,"DualGPU ROCm-aware Detection v3 — Patch Verified, Torch Backend Diagnosed",success,dualgpu_detected_but_below_throughput_target,,live_blocker=null; live_blocker_layer=null,,gpu_count_detected=2; nvidia_smi_count=2; torch_cuda_count=2,NOISE,"merit-gate negative, no-improvement, regression, or no-headline evidence"
1036,results/experiment_1036_nk_kaem_v2.json,Newton-Kaczmarz optimizer for KAEMEnergy with multilevel spline grids,success,nk_diverged_fallback_used,,,,auroc_adam=0.4125; auroc_nk_multilevel=0.3625,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1037,results/experiment_1037_kv260_v6.json,KV260 First Light v6 — SSH Unblock + Bitstream Load,,guide_written,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1038,results/experiment_1038_milestone_retro_80.json,Milestone 2026.04.80 Retrospective — 13-Criterion Evaluation,,milestone_8_of_13_criteria_met_infrastructure_hardened_research_partial,,"criteria_detail.exp1028_preflight_v30=pre_test_fixed=True, manifest_786_retired=True, manifest_641_retired=True, manifest_906_retired=True; criteria_results.exp1028_preflight_v30=true; per_experiment_verdicts.exp1028_preflight_v30=preflight_complete",,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1040,results/experiment_1040_verdict_reproducibility_audit.json,Verdict Reproducibility Audit — seed discipline + flagship stability,success,stability_measured_discipline_deployed,,,,stability_rate=1.0,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1041,results/experiment_1041_kv260_first_light_v7.json,KV260 First Light v7 — bitstream loaded on FPGA fabric,,bitstream_loaded_smoke_pending,,,,smoke_test_stats.max_popcount=0; smoke_test_stats.mean_popcount=0.0; smoke_test_stats.min_popcount=0; smoke_test_stats.samples=100,AMBIGUOUS,insufficient transparent evidence for signal or noise
1043,results/experiment_1043_fover_expansion_v3.json,FoVer Corpus Expansion v3: 1500-problem MATH + proper MetaQA,success,partial_200plus,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1044,results/experiment_1044_triple_integration_v7.json,Triple Integration E2E v7 — Post Gate Coercion Fix,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1039-conductor-fastpath-gate-coercion.gate_coercion_fixed (upstream artifact not found for task ...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1045,results/experiment_1045_probe_ensemble_v5.json,Probe Ensemble v5: ThinkPRM + GS-KAN + NK-KAEM on FoVer v3 corpus (216 pairs),success,partial_some_below_0.72,,,,auroc_adam_baseline_nk=0.4917; auroc_gskan=0.4534; auroc_gskan_int8=0.4534; auroc_kaem_baseline=0.5994; auroc_nk_kaem=0.5631; auroc_thinkprm=0.5694; best_probe_auroc=0.5694; gskan_auroc_vs_baseline=-0.146,NOISE,"merit-gate negative, no-improvement, regression, or no-headline evidence"
1046,results/experiment_1046_zenil_alpha_t_fr11.json,Zenil α_t measurement + Phase-3 AND-composition k=5 for FR-11,blocked,blocked_no_live_gpu,,,,accuracy_and_k5_filter=0.0; accuracy_temperature_filter=0.0; and_k5_bypass_rate=0.0,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1047,results/experiment_1047_sos_kan_v1.json,SOS-KAN v1: SOS-Integrated KAN with type-level monotonicity invariants,success,sos_kan_invariants_confirmed,,,,auroc_kaem_baseline=0.4958; auroc_sos_kan=0.6042; n_invariant_samples_tested=16000,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1048,results/experiment_1048_eval_metrics_canonical_wiring.json,Eval-Metrics Canonical Wiring + Differential-Agent-Routing Validation,success,eval_metrics_wired_routing_validated,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1049,results/experiment_1049_milestone_retro_81.json,Milestone 2026.04.81 Retrospective — 13-Criterion Evaluation,,milestone_6_of_13_criteria_met_hardware_partial_gate_fix_blocked,,"criteria_detail.gate_coercion_fixed=Exp 1039 never produced a result artifact. Conductor log shows 3 attempts: SKIP (pre-tests failing, 1 failed/302 passed), FAIL (max turns...; criteria_results.gate_coercion_fixed=false; per_experiment_verdicts.exp1039_conductor_fastpath_gate_coercion=no_artifact_produced",,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1051,results/experiment_1051_parallel_conductor_tier_a.json,Parallel Multi-Agent Conductor Tier A — codex worktree routing (MANDATORY),blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1050-pretest-surgery-respawn-queue.pre_tests_fixed (upstream artifact not found for task id 'exp...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1053,results/experiment_1053_dualgpu_rocm_torch_v5.json,DualGPU ROCm/CUDA Torch Install v5 — respawn of exp1042 (16th consecutive idle),blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 of 1 gate(s) failed; first failure: exp1050-pretest-surgery-respawn-queue.pre_tests_fixed (upstream artifact not found for task id 'exp...; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1055,results/experiment_1055_fover_expansion_v4.json,FoVer Corpus Expansion v4: GSM8K + real MetaQA,success,corpus_expanded_500plus,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1057,results/experiment_1057_probe_ensemble_v6.json,Probe Ensemble v6: ThinkPRM+GS-KAN+NK-KAEM+SOSKAN on FoVer v4 corpus (6548 pairs),success,partial_some_below_0.72,,,,auroc_adam_baseline_nk=0.2636; auroc_gskan=0.2638; auroc_gskan_int8=0.5063; auroc_nk_kaem=0.9875; auroc_sos_kan=0.9899; auroc_thinkprm=0.9885; best_probe_auroc=0.9899,NOISE,"merit-gate negative, no-improvement, regression, or no-headline evidence"
1059,results/experiment_1059_wopr_spaces_sudoku_v1.json,WOPR Games HuggingFace Space — Sudoku v1,success,code_complete_deploy_pending,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1062,results/experiment_1062_milestone_retro_82.json,Milestone 2026.04.82 Retrospective — Evaluate All 13 Success Criteria,,milestone_3_of_13_criteria_met_pretests_recurred_env_guard_codex_config_error_corpus_and_probe_track_succeeded,,criteria_detail.4_gate_coercion_fixed=Exp 1052: no artifact — conductor retired the task after exp1050 permanently failed. Exp1056 conductor log confirms 'upstream retired (ex...; criteria_results.4_gate_coercion_fixed=NOT_MET,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1063,results/experiment_1063_envguard_selfheal_repair.json,EnvPropagationGuard Self-Heal Repair v1 + Fix 1 Remaining Failing Test,success,envguard_fixed_tests_green,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1064,results/experiment_1064_pretest_surgery_respawn_queue_v2.json,Pre-test Surgery + Respawn Queue Bootstrap (Respawn v2 of exp1050),success,pre_tests_fixed_queue_seeded,,,classify_retirement_implemented=true; predecessor_retire_milestone=2026.04.82,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1066,results/experiment_1066_dualgpu_rocm_torch_v6.json,DualGPU live confirmation v6 (post-respawn),success,dualgpu_live_confirmed,,,,gpu_count_detected=2; nvidia_smi_count=2; torch_cuda_device_count=2,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1067,results/experiment_1067_gate_coercion_v3.json,Conductor fastpath + gate-coercion replay verification (v3),success,both_fixes_deployed_verified,,fix_locations.gate_coercion=scripts/conductor_gates.py:_coerce_gate_value; gate_coercion_detail.False_native=true; gate_coercion_detail.False_str=true; gate_coercion_detail.TRUE_str=true; gate_coercion_detail.True_native=true; gate_coercion_detail.True_str=true; gate_coercion_detail.false_str=true; gate_coercion_detail.int_one=true; gate_coercion_detail.int_zero=true; gate_coercion_detail.non_bool_string_passthrough=true; gate_coercion_detail.one_str=true; gate_coercion_detail.true_str=true; gate_coercion_detail.yes_str=true; gate_coercion_detail.zero_str=true; gate_coercion_fixed=true; gate_coercion_replay_clean=true,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1068,results/experiment_1068_kv260_smoke_test_v9.json,KV260 Ising sampler smoke test v9 — start/poll/read SPIN_OUT,,smoke_test_passed_latency_measured,,,,smoke_stats.max_popcount=32; smoke_stats.mean_popcount=15.81; smoke_stats.min_popcount=7; smoke_stats.samples=100,AMBIGUOUS,insufficient transparent evidence for signal or noise
1069,results/experiment_1069_wopr_sudoku_hf_deploy.json,WOPR Sudoku HuggingFace Space deployment,success,deployed_live,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1070,results/experiment_1070_wopr_gtw_cartridge_v2.json,WOPR Global Thermonuclear War cartridge v2,success,cartridge_shipped,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1071,results/experiment_1071_wopr_lights_out_cartridge_v2.json,wopr lights out cartridge v2,,cartridge_shipped,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1072,results/experiment_1072_sos_kan_v3_neural_gram.json,SOSKANEnergyV3: Neural-Gram SOS-KAN on FoVer corpus v4,,v3_auroc_above_0_72_violations_zero,,,,auroc_delta=0.350329; auroc_target=0.72; v1_auroc=0.6042; v3_auroc=0.954529,AMBIGUOUS,insufficient transparent evidence for signal or noise
1073,results/experiment_1073_triple_integration_e2e_v9.json,triple integration e2e v9,,cascade_confirmed_all_tiers_active,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1074,results/experiment_1074_fr11_alpha_t_live_v3.json,FR-11 alpha_t live v3 (Carnot AND-composed verifier vs temperature baseline),success,fr11_loop_closed_alpha_t_positive,,,,and_compose_bypass_rate=0.8; n_questions_generated=50,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1075,results/experiment_1075_position_paper_draft_v1.json,position paper draft v1,,draft_complete_all_sections,,,,section_count=8; word_count=6267,AMBIGUOUS,insufficient transparent evidence for signal or noise
1076,results/experiment_1076_milestone_retro_83.json,Milestone 2026.04.83 Retrospective,success,milestone_14_of_15_criteria_met_hardware_gallery_research_wins_codex_tier_a_pending,"criteria_detail.fr11_loop_closed_and_inference_mode_live_gpu=exp1074: fr11_loop_closed=true, inference_mode=live_gpu, alpha_t=0.78, n_fr11_examples_written=50; NOTE: model=Qwen3.5-0.8B (CPU smoke-te...; criteria_results.fr11_loop_closed_and_inference_mode_live_gpu=MET","criteria_detail.gate_coercion_fixed_and_wedge_replay_clean=exp1067: gate_coercion_fixed=true, wedge_replay_clean=true, 23/23 deliverable status tests passing, all 13 coercion variants (True/true/T...; criteria_results.gate_coercion_fixed_and_wedge_replay_clean=MET",,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1077,results/experiment_1077_fr11_alpha_t_sota_v4.json,FR-11 alpha_t SOTA v4 (Qwen3.6-35B-A3B AND-composed verifier vs temperature baseline),success,fr11_sota_alpha_t_positive,,,,and_compose_bypass_rate=0.45; cuda_device_count=2; n_questions_generated=100,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1079,results/experiment_1079_live_sota_benchmark_v2.json,Live SOTA benchmark v2: GSM8K + HumanEval with Qwen3.6-35B-A3B,success,positive_humaneval_only,,,,cuda_device_count=2; gsm8k_baseline_accuracy=0.34; gsm8k_corrected_accuracy=0.34; gsm8k_extraction_tp_rate=0.0; gsm8k_net_improvement=0.0; humaneval_net_improvement=0.36,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1080,results/experiment_1080_semenergy_probe_v1.json,SemEnergy Probe v1 — Tier 0c Logit-Space Energy Detector (arXiv 2508.14496),blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=2 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[2],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1081,results/experiment_1081_fpga_scale_benchmark.json,FPGA vs CPU Ising scaling benchmark — KV260 latency at N=64..1024,blocked,board_unreachable,,,,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1082,results/experiment_1082_potts_machine_q3_verilog.json,Potts Machine q=3 Verilog + Python Simulation — Correct/Partial/Violated Energy States,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=1 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[1],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1083,results/experiment_1083_rlvr_ssd_integration_v1.json,RLVR+SSD Integration v1 — Carnot Verifier + Self-Distillation (arXiv 2604.03128 recipe),blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=7 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[7],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1084,results/experiment_1084_step_level_prm_data_generation.json,step level prm data generation,,step_data_generated_thinkprm_unchanged,,,,n_step_examples_generated=7349; retrain_details.auroc_after=0.7929; thinkprm_auroc_after=0.7929; thinkprm_auroc_before=0.9885,AMBIGUOUS,insufficient transparent evidence for signal or noise
1085,results/experiment_1085_cascade_validation_sota_outputs.json,Cascade Validation on SOTA Model Outputs — Tier Breakdown on Real Qwen3.6-35B Answers,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=9 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[9],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1086,results/experiment_1086_wopr_nqueens_cartridge.json,WOPR N-Queens Cartridge — Ising Ground-State for Classical CSP (harder than Lights Out),blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=2 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[2],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1087,results/experiment_1087_gemini_worktree_conductor_tier_b.json,Gemini Worktree Conductor Tier B — MANDATORY (3 milestones overdue per CLAUDE.md forcing function),retired,retired_research_question_already_answered_empirically,,,retired_at=2026-05-01T02:30:00+00:00; retirement_reason=User directive 2026-05-01 ~02:30Z while this task was mid-iteration: 'kill that task as we are disabling gemini for now due to the useles...,,NOISE,explicit retirement or retire-if-same-verdict marker
1089,results/experiment_1089_milestone_retro_84.json,Milestone 2026.04.84 Retrospective — 13-Criterion Evaluation,,milestone_4_of_13_criteria_met_gate_enforcement_surfaced_planner_gaps,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
108,results/experiment_108_results.json,KAN Energy Tier Implementation,success,,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1090,results/experiment_1090_diagnostic_instrumentation_library.json,"Diagnostic Instrumentation Library — α_t tracking, KL divergence, null-space estimation (cross-cutting infrastructure)",success,diagnostic_library_shipped,,prior_failures_scan_missing=list[6],,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1091,results/experiment_1091_position_paper_v2_arxiv_prep.json,Position paper v2 arXiv submission preparation,success,arxiv_ready,,,,figures_rendered_count=5; word_count_target=7000; word_count_v2=7113,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1092,results/experiment_1092_phase1a_adversarial_verifier_robustness_audit.json,Phase 1a Adversarial Verifier Robustness Audit — False-Pass Rate < 5% on Canonical Attack Patterns,blocked,blocked_gate_check_failed,,blocked_at_layer=conductor_pre_gate; gate_check_summary=18 prior failure(s) match this task's scope but prior_failures field is missing or incomplete: no prior_failures field on task; gates_evaluated=list[18],,,AMBIGUOUS,"environmental or upstream blocker, not scientific noise"
1093,results/experiment_1093_phase1c_verifier_joint_null_space_measurement.json,Phase 1c Verifier Joint Null-Space Measurement,success,verifiers_correlated_diversity_needed,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1094,results/experiment_1094_phase2a_sampler_correctness_audit.json,Phase 2a Sampler Correctness Audit,,fpga_sampler_distribution_mismatch_confirmed,,,,fpga_smoke_stats.max_popcount=31; fpga_smoke_stats.mean_popcount=15.61; fpga_smoke_stats.min_popcount=7; fpga_smoke_stats.samples=200; gibbs_mean_popcount=6.0; n_gibbs_samples=5000; n_parallel_samples=5000; parallel_mean_popcount=5.999,AMBIGUOUS,insufficient transparent evidence for signal or noise
1095,results/experiment_1095_phase3a_dbae_ebm_adversarial_round.json,Phase 3a DBAE-EBM Pre-Prototype Adversarial Round,success,threat_model_complete,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1096,results/experiment_1096_semenergy_probe_v1.json,SemEnergy Probe v1 — Tier 0c Logit-Space Energy Detector (arXiv 2508.14496),success,semenergy_above_target_fast,,,,auroc_target=0.7; auroc_vs_nup_v4=0.2982; auroc_vs_sos_kan_v3=-0.0063; auroc_vs_target=0.248187; existing_tier_0c_auroc=0.65; semenergy_auroc=0.948187,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1097,results/experiment_1097_wopr_nqueens_cartridge.json,wopr nqueens cartridge,,cartridge_shipped,,,,,AMBIGUOUS,insufficient transparent evidence for signal or noise
1098,results/experiment_1098_potts_machine_q3_verilog.json,Potts Machine q=3 Verilog + Python Simulation,success,potts_sim_and_rtl_complete,,,,,SIGNAL,"completed artifact records positive, verified, or closed evidence"
1099,results/experiment_1099_rlvr_ssd_integration_v1.json,rlvr ssd integration v1,,no_improvement_honest_negative,,,,improvement_over_baseline=0.0,NOISE,"merit-gate negative, no-improvement, regression, or no-headline evidence"
